,날짜,온도
6912,20211204,4.84
6913,20211205,5.19
6914,20211206,8.05
6915,20211207,8.01
6916,20211208,7.88
6917,20211209,8.12
6918,20211210,10.06
6919,20211211,8.56
6920,20211212,6.86
6921,20211213,1.26
6922,20211214,3.09
6923,20211215,7.46
6924,20211216,7.73
6925,20211217,1.15
6926,20211218,-2.68
6927,20211219,3.21
6928,20211220,5.87
6929,20211221,6.94
6930,20211222,5.9
6931,20211223,5.32
6932,20211224,3.95
6933,20211225,-3.27
6934,20211226,-5.27
6935,20211227,-2.66
6936,20211228,3.03
6937,20211229,4.34
6938,20211230,2.34
6939,20211231,-1.61
6940,20220101,-0.5
6941,20220102,0.75
6942,20220103,0.45
6943,20220104,1.97
6944,20220105,2.0
6945,20220106,2.63
6946,20220107,0.85
6947,20220108,1.22
6948,20220109,3.35
6949,20220110,2.5
6950,20220111,-0.96
6951,20220112,-2.39
6952,20220113,-2.32
6953,20220114,-0.91
6954,20220115,1.98
6955,20220116,2.11
6956,20220117,0.33
6957,20220118,-1.08
6958,20220119,-0.4
6959,20220120,-1.24
6960,20220121,1.15
6961,20220122,6.73
6962,20220123,7.18
6963,20220124,5.73
6964,20220125,5.94
6965,20220126,4.29
6966,20220127,2.73
6967,20220128,1.1
6968,20220129,0.72
6969,20220130,0.82
6970,20220131,1.41
6971,20220201,1.7
6972,20220202,1.68
6973,20220203,0.51
6974,20220204,-0.63
6975,20220205,-2.06
6976,20220206,-1.16
6977,20220207,-0.15
6978,20220208,1.68
6979,20220209,3.08
6980,20220210,4.36
6981,20220211,4.6
6982,20220212,6.9
6983,20220213,7.79
6984,20220214,6.05
6985,20220215,0.08
6986,20220216,-2.98
6987,20220217,-3.9
6988,20220218,0.73
6989,20220219,2.67
6990,20220220,-1.88
6991,20220221,0.67
6992,20220222,0.3
6993,20220223,-1.81
6994,20220224,-0.28
6995,20220225,3.05
6996,20220226,6.04
6997,20220227,5.91
6998,20220228,7.0
6999,20220301,7.55
7000,20220302,4.24
7001,20220303,6.43
7002,20220304,10.28
7003,20220305,5.88
7004,20220306,3.31
7005,20220307,4.51
7006,20220308,6.79
7007,20220309,9.4
7008,20220310,10.97
7009,20220311,14.45
7010,20220312,16.68
7011,20220313,15.47
7012,20220314,12.61
7013,20220315,9.98
7014,20220316,12.95
7015,20220317,11.69
7016,20220318,8.67
7017,20220319,5.58
7018,20220320,5.26
7019,20220321,7.11
7020,20220322,8.31
7021,20220323,7.36
7022,20220324,9.5
7023,20220325,13.97
7024,20220326,11.24
7025,20220327,9.1
7026,20220328,8.94
7027,20220329,11.59
7028,20220330,14.62
7029,20220331,11.21
7030,20220401,9.96
7031,20220402,8.52
7032,20220403,9.45
7033,20220404,11.07
7034,20220405,10.84
7035,20220406,12.63
7036,20220407,12.07
7037,20220408,14.61
7038,20220409,17.7
7039,20220410,18.25
7040,20220411,20.3
7041,20220412,21.06
7042,20220413,18.25
7043,20220414,15.37
7044,20220415,14.71
7045,20220416,13.3
7046,20220417,13.76
7047,20220418,16.19
7048,20220419,16.36
7049,20220420,16.11
7050,20220421,15.36
7051,20220422,17.4
7052,20220423,19.16
7053,20220424,20.65
7054,20220425,19.86
7055,20220426,17.91
7056,20220427,17.25
7057,20220428,16.49
7058,20220429,14.42
7059,20220430,13.69
7060,20220501,13.54
7061,20220502,14.05
7062,20220503,14.35
7063,20220504,16.85
7064,20220505,18.86
7065,20220506,20.69
7066,20220507,18.65
7067,20220508,17.26
7068,20220509,17.33
7069,20220510,18.14
7070,20220511,20.44
7071,20220512,21.13
7072,20220513,18.22
7073,20220514,16.5
7074,20220515,16.09
7075,20220516,17.21
7076,20220517,19.68
7077,20220518,21.53
7078,20220519,20.61
7079,20220520,20.54
7080,20220521,20.69
7081,20220522,21.56
7082,20220523,22.52
7083,20220524,22.86
7084,20220525,22.27
7085,20220526,20.61
7086,20220527,20.75
7087,20220528,22.3
7088,20220529,22.13
7089,20220530,19.89
7090,20220531,21.92
7091,20220601,23.74
7092,20220602,22.49
7093,20220603,24.77
7094,20220604,24.53
7095,20220605,18.78
7096,20220606,20.05
7097,20220607,19.5
7098,20220608,19.21
7099,20220609,21.39
7100,20220610,22.31
7101,20220611,23.49
7102,20220612,22.72
7103,20220613,22.02
7104,20220614,19.06
7105,20220615,21.35
7106,20220616,23.02
7107,20220617,23.44
7108,20220618,24.98
7109,20220619,25.42
7110,20220620,26.6
7111,20220621,26.93
7112,20220622,26.97
7113,20220623,25.63
7114,20220624,24.56
7115,20220625,26.45
7116,20220626,27.24
7117,20220627,27.24
7118,20220628,27.69
7119,20220629,26.55
7120,20220630,27.07
7121,20220701,28.18
7122,20220702,28.59
7123,20220703,28.95
7124,20220704,27.42
7125,20220705,27.65
7126,20220706,28.92
7127,20220707,28.81
7128,20220708,26.79
7129,20220709,26.79
7130,20220710,28.21
7131,20220711,26.98
7132,20220712,27.7
7133,20220713,25.97
7134,20220714,27.45
7135,20220715,26.93
7136,20220716,26.49
7137,20220717,26.2
7138,20220718,23.73
7139,20220719,26.24
7140,20220720,27.08
7141,20220721,24.58
7142,20220722,25.18
7143,20220723,24.92
7144,20220724,23.92
7145,20220725,26.53
7146,20220726,27.24
7147,20220727,27.15
7148,20220728,28.39
7149,20220729,30.15
7150,20220730,28.48
7151,20220731,26.77
7152,20220801,27.66
7153,20220802,27.95
7154,20220803,27.79
7155,20220804,29.03
7156,20220805,28.99
7157,20220806,29.78
7158,20220807,29.9
7159,20220808,29.0
7160,20220809,28.79
7161,20220810,28.28
7162,20220811,26.36
7163,20220812,28.06
7164,20220813,27.75
7165,20220814,29.3
7166,20220815,29.34
7167,20220816,26.49
7168,20220817,26.12
7169,20220818,26.02
7170,20220819,27.14
7171,20220820,26.84
7172,20220821,27.2
7173,20220822,27.86
7174,20220823,26.56
7175,20220824,25.62
7176,20220825,24.89
7177,20220826,24.43
7178,20220827,23.01
7179,20220828,22.65
7180,20220829,21.86
7181,20220830,24.7
7182,20220831,23.33
7183,20220901,22.63
7184,20220902,23.04
7185,20220903,24.75
7186,20220904,26.38
7187,20220905,24.24
7188,20220906,21.83
7189,20220907,22.17
7190,20220908,22.83
7191,20220909,23.89
7192,20220910,22.87
7193,20220911,23.87
7194,20220912,23.1
7195,20220913,24.21
7196,20220914,25.29
7197,20220915,26.2
7198,20220916,26.82
7199,20220917,27.9
7200,20220918,28.58
7201,20220919,25.98
7202,20220920,20.88
7203,20220921,20.25
7204,20220922,19.98
7205,20220923,19.84
7206,20220924,18.8
7207,20220925,20.05
7208,20220926,19.9
7209,20220927,21.68
7210,20220928,21.09
7211,20220929,21.16
7212,20220930,21.62
7213,20221001,22.69
7214,20221002,23.41
7215,20221003,25.84
7216,20221004,20.32
7217,20221005,16.93
7218,20221006,16.92
7219,20221007,16.55
7220,20221008,16.55
7221,20221009,14.8
7222,20221010,12.95
7223,20221011,14.06
7224,20221012,14.63
7225,20221013,16.89
7226,20221014,17.48
7227,20221015,18.35
7228,20221016,18.11
7229,20221017,14.78
7230,20221018,11.21
7231,20221019,11.08
7232,20221020,13.38
7233,20221021,14.62
7234,20221022,17.3
7235,20221023,15.0
7236,20221024,11.81
7237,20221025,11.46
7238,20221026,13.34
7239,20221027,15.18
7240,20221028,14.59
7241,20221029,14.98
7242,20221030,15.64
7243,20221031,15.66
7244,20221101,14.66
7245,20221102,13.4
7246,20221103,11.93
7247,20221104,9.27
7248,20221105,8.96
7249,20221106,9.5
7250,20221107,11.22
7251,20221108,12.06
7252,20221109,12.27
7253,20221110,14.67
7254,20221111,16.77
7255,20221112,18.12
7256,20221113,12.52
7257,20221114,10.82
7258,20221115,9.59
7259,20221116,10.75
7260,20221117,11.38
7261,20221118,11.63
7262,20221119,13.26
7263,20221120,13.81
7264,20221121,12.38
7265,20221122,12.52
7266,20221123,12.24
7267,20221124,10.9
7268,20221125,11.33
7269,20221126,11.51
7270,20221127,9.42
7271,20221128,14.94
7272,20221129,12.51
7273,20221130,0.95
7274,20221201,0.03
7275,20221202,2.12
7276,20221203,5.08
7277,20221204,3.03
7278,20221205,0.59
7279,20221206,2.93
7280,20221207,5.43
7281,20221208,6.3
7282,20221209,7.28
7283,20221210,5.24
7284,20221211,5.38
7285,20221212,3.63
7286,20221213,5.55
7287,20221214,-1.86
7288,20221215,0.53
7289,20221216,0.73
7290,20221217,-1.92
7291,20221218,-4.97
7292,20221219,-3.09
7293,20221220,0.29
7294,20221221,2.68
7295,20221222,-1.09
7296,20221223,-4.09
7297,20221224,-4.84
7298,20221225,-3.01
7299,20221226,-0.76
7300,20221227,0.38
7301,20221228,-0.17
7302,20221229,0.69
7303,20221230,0.92
7304,20221231,1.66
7305,20230101,1.29
7306,20230102,-0.05
7307,20230103,0.12
7308,20230104,0.27
7309,20230105,2.85
7310,20230106,3.38
7311,20230107,4.94
7312,20230108,3.14
7313,20230109,4.01
7314,20230110,3.61
7315,20230111,5.46
7316,20230112,8.64
7317,20230113,14.64
7318,20230114,8.49
7319,20230115,2.35
7320,20230116,-0.76
7321,20230117,-0.77
7322,20230118,0.85
7323,20230119,2.2
7324,20230120,1.38
7325,20230121,-1.14
7326,20230122,2.36
7327,20230123,3.44
7328,20230124,-7.02
7329,20230125,-8.1
7330,20230126,-3.16
7331,20230127,-2.52
7332,20230128,-2.95
7333,20230129,1.1
7334,20230130,2.06
7335,20230131,3.4
7336,20230201,4.33
7337,20230202,0.69
7338,20230203,0.98
7339,20230204,1.6
7340,20230205,2.56
7341,20230206,4.81
7342,20230207,5.99
7343,20230208,4.54
7344,20230209,5.83
7345,20230210,4.89
7346,20230211,4.13
7347,20230212,4.92
7348,20230213,7.51
7349,20230214,3.6
7350,20230215,2.65
7351,20230216,4.56
7352,20230217,4.7
7353,20230218,8.21
7354,20230219,5.21
7355,20230220,1.67
7356,20230221,0.35
7357,20230222,3.56
7358,20230223,5.02
7359,20230224,6.18
7360,20230225,2.02
7361,20230226,2.88
7362,20230227,5.47
7363,20230228,7.72
7364,20230301,8.67
7365,20230302,3.85
7366,20230303,4.73
7367,20230304,8.27
7368,20230305,9.2
7369,20230306,9.74
7370,20230307,12.81
7371,20230308,14.09
7372,20230309,16.06
7373,20230310,14.95
7374,20230311,16.54
7375,20230312,9.5
7376,20230313,5.09
7377,20230314,9.39
7378,20230315,14.0
7379,20230316,8.76
7380,20230317,9.03
7381,20230318,10.56
7382,20230319,9.66
7383,20230320,10.96
7384,20230321,15.92
7385,20230322,16.05
7386,20230323,15.05
7387,20230324,10.37
7388,20230325,10.63
7389,20230326,10.43
7390,20230327,8.14
7391,20230328,9.82
7392,20230329,12.79
7393,20230330,14.55
7394,20230331,16.2
7395,20230401,16.91
7396,20230402,17.35
7397,20230403,17.87
7398,20230404,15.75
7399,20230405,14.14
7400,20230406,9.65
7401,20230407,9.09
7402,20230408,8.9
7403,20230409,10.88
7404,20230410,13.24
7405,20230411,15.88
7406,20230412,13.37
7407,20230413,14.67
7408,20230414,14.25
7409,20230415,14.55
7410,20230416,12.1
7411,20230417,14.17
7412,20230418,18.05
7413,20230419,19.88
7414,20230420,20.88
7415,20230421,18.25
7416,20230422,17.47
7417,20230423,15.98
7418,20230424,15.19
7419,20230425,11.17
7420,20230426,10.22
7421,20230427,13.31
7422,20230428,16.33
7423,20230429,15.59
7424,20230430,14.12
7425,20230501,16.37
7426,20230502,18.03
7427,20230503,17.78
7428,20230504,18.02
7429,20230505,19.8
7430,20230506,17.59
7431,20230507,12.78
7432,20230508,15.02
7433,20230509,16.85
7434,20230510,18.75
7435,20230511,19.54
7436,20230512,18.7
7437,20230513,18.95
7438,20230514,19.13
7439,20230515,20.72
7440,20230516,23.45
7441,20230517,23.09
7442,20230518,18.47
7443,20230519,20.25
7444,20230520,20.64
7445,20230521,18.77
7446,20230522,17.06
7447,20230523,18.89
7448,20230524,19.78
7449,20230525,21.13
7450,20230526,21.17
7451,20230527,22.77
7452,20230528,22.53
7453,20230529,21.38
7454,20230530,21.55
7455,20230531,22.84
7456,20230601,19.18
7457,20230602,22.37
7458,20230603,21.89
7459,20230604,22.3
7460,20230605,21.41
7461,20230606,21.66
7462,20230607,21.68
7463,20230608,22.36
7464,20230609,23.98
7465,20230610,24.07
7466,20230611,24.62
7467,20230612,23.99
7468,20230613,23.52
7469,20230614,22.92
7470,20230615,22.73
7471,20230616,24.19
7472,20230617,24.79
7473,20230618,25.7
7474,20230619,26.5
7475,20230620,24.53
7476,20230621,22.07
7477,20230622,22.82
7478,20230623,24.57
7479,20230624,25.68
7480,20230625,22.79
7481,20230626,23.78
7482,20230627,25.34
7483,20230628,22.44
7484,20230629,24.7
7485,20230630,24.06
7486,20230701,25.23
7487,20230702,26.73
7488,20230703,27.1
7489,20230704,24.62
7490,20230705,25.67
7491,20230706,26.4
7492,20230707,23.7
7493,20230708,26.39
7494,20230709,27.15
7495,20230710,27.5
7496,20230711,25.15
7497,20230712,25.67
7498,20230713,26.01
7499,20230714,25.45
7500,20230715,25.07
7501,20230716,24.03
7502,20230717,25.05
7503,20230718,24.55
7504,20230719,26.31
7505,20230720,26.66
7506,20230721,27.21
7507,20230722,24.45
7508,20230723,26.05
7509,20230724,25.13
7510,20230725,26.97
7511,20230726,27.51
7512,20230727,28.26
7513,20230728,27.99
7514,20230729,29.34
7515,20230730,28.66
7516,20230731,28.51
7517,20230801,29.82
7518,20230802,29.47
7519,20230803,29.5
7520,20230804,29.55
7521,20230805,30.23
7522,20230806,30.04
7523,20230807,28.93
7524,20230808,28.94
7525,20230809,26.37
7526,20230810,23.47
7527,20230811,26.66
7528,20230812,26.65
7529,20230813,27.63
7530,20230814,28.47
7531,20230815,28.04
7532,20230816,27.85
7533,20230817,27.36
7534,20230818,27.47
7535,20230819,28.07
7536,20230820,28.78
7537,20230821,28.78
7538,20230822,28.64
7539,20230823,25.69
7540,20230824,25.18
7541,20230825,26.2
7542,20230826,25.97
7543,20230827,26.99
7544,20230828,26.75
7545,20230829,25.59
7546,20230830,22.15
7547,20230831,23.53
7548,20230901,24.5
7549,20230902,24.14
7550,20230903,26.81
7551,20230904,26.8
7552,20230905,26.86
7553,20230906,26.82
7554,20230907,25.88
7555,20230908,24.56
7556,20230909,24.96
7557,20230910,25.33
7558,20230911,25.48
7559,20230912,25.07
7560,20230913,22.95
7561,20230914,22.04
7562,20230915,23.67
7563,20230916,24.04
7564,20230917,24.73
7565,20230918,25.37
7566,20230919,24.28
7567,20230920,23.42
7568,20230921,21.58
7569,20230922,20.85
7570,20230923,20.48
7571,20230924,21.34
