"경남","보건업 및 사회복지 서비스업(86~87)",9860,10159
"경남","예술, 스포츠 및 여가관련 서비스업(90~91)",7963,8072
"경남","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",33185,34146
"제주","전체 산업",94001,96131
"제주","농업, 임업 및 어업(01~03)",759,755
"제주","광업(05~08)",11,11
"제주","제조업(10~34)",3623,3704
"제주","전기, 가스, 증기 및 공기조절 공급업(35)",1088,1119
"제주","수도, 하수 및 폐기물 처리, 원료 재생업(36~39)",188,190
"제주","건설업(41~42)",9293,9434
"제주","도매 및 소매업(45~47)",22092,21872
"제주","운수 및 창고업(49~52)",7857,8076
"제주","숙박 및 음식점업(55~56)",22687,23469
"제주","정보통신업(58~63)",859,967
"제주","금융 및 보험업(64~66)",848,868
"제주","부동산업(68)",3979,3977
"제주","전문, 과학 및 기술 서비스업(70~73)",2586,2773
"제주","사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",3045,2961
"제주","공공행정, 국방 및 사회보장 행정(84)",209,217
"제주","교육 서비스업(85)",3486,3789
"제주","보건업 및 사회복지 서비스업(86~87)",2130,2160
"제주","예술, 스포츠 및 여가관련 서비스업(90~91)",2483,2645
"제주","협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",6778,7144
